COMMUNE_NOM,COLL_INSEE,ENFANT_SEXE,ENFANT_PRENOM,NOMBRE_OCCURRENCES,ANNEE
Paris,75056,M,Khalil,8,2017
Paris,75056,M,Balthazar,25,2014
Paris,75056,M,Yassine,19,2020
Paris,75056,M,Waël,7,2014
Paris,75056,F,Athéna,9,2017
Paris,75056,F,Nelya,14,2017
Paris,75056,M,Cédric,6,2013
Paris,75056,F,Laëtitia,6,2017
Paris,75056,F,Bianca,23,2014
Paris,75056,F,Gabriella,17,2020
Paris,75056,F,Yousra,12,2014
Paris,75056,F,Ava,82,2017
Paris,75056,M,Nils,25,2017
Paris,75056,F,Célestine,17,2013
Paris,75056,M,Léandro,5,2017
Paris,75056,F,Candice,9,2014
Paris,75056,F,Maïssa,16,2020
Paris,75056,M,Zachary,12,2014
Paris,75056,M,Basile,88,2017
Paris,75056,M,Noah,155,2017
Paris,75056,M,Edward,5,2013
Paris,75056,M,Lucas,165,2017
Paris,75056,F,Caroline,5,2014
Paris,75056,F,Paola,15,2020
Paris,75056,F,Adèle,156,2015
Paris,75056,F,Bonnie,5,2017
Paris,75056,M,Noham,37,2017
Paris,75056,F,Eléanore,5,2013
Paris,75056,F,Maëlyne,5,2017
Paris,75056,F,Chloé,217,2014
Paris,75056,F,Céline,14,2020
Paris,75056,M,Adem,27,2015
Paris,75056,M,Calvin,6,2017
Paris,75056,M,Nour,5,2017
Paris,75056,F,Éline,7,2013
Paris,75056,F,Maïwenn,5,2017
Paris,75056,F,Cindy,7,2014
Paris,75056,M,Harry,13,2020
Paris,75056,M,Aiden,6,2015
Paris,75056,F,Camille,95,2017
Paris,75056,M,Paul,204,2017
Paris,75056,F,Emeline,5,2013
Paris,75056,F,Marianne,9,2017
Paris,75056,M,Clovis,14,2014
Paris,75056,M,Amadou,12,2020
Paris,75056,F,Alicia,60,2015
Paris,75056,F,Célia,23,2017
Paris,75056,M,Rafaël,14,2017
Paris,75056,M,Emilio,7,2013
Paris,75056,F,Marie-Lou,6,2017
Paris,75056,M,Constantin,23,2014
Paris,75056,F,Ayla,12,2020
Paris,75056,F,Alya,29,2015
Paris,75056,F,Clémentine,21,2017
Paris,75056,F,Reine,6,2017
Paris,75056,M,Esteban,20,2013
Paris,75056,M,Matéo,6,2017
Paris,75056,F,Dana,11,2014
Paris,75056,F,Ivy,12,2020
Paris,75056,F,Ana,26,2015
Paris,75056,M,Cyril,6,2017
Paris,75056,F,Selma,38,2017
Paris,75056,F,Fanta,12,2013
Paris,75056,M,Mathys,22,2017
Paris,75056,M,Daniel,47,2014
Paris,75056,F,Léana,11,2020
Paris,75056,F,Anouk,45,2015
Paris,75056,M,Darius,15,2017
Paris,75056,F,Talya,5,2017
Paris,75056,F,Félicie,5,2013
Paris,75056,M,Matthias,12,2017
Paris,75056,F,Domitille,13,2014
Paris,75056,M,Mouhamed,10,2020
Paris,75056,M,Antonin,38,2015
Paris,75056,M,Dimitri,16,2017
Paris,75056,M,Timéo,17,2017
Paris,75056,F,Fleur,14,2013
Paris,75056,F,Melina,13,2017
Paris,75056,M,Edouard,24,2014
Paris,75056,M,Qassim,10,2020
Paris,75056,M,Armand,33,2015
Paris,75056,F,Elsa,54,2017
Paris,75056,M,Titouan,13,2017
Paris,75056,M,Florian,15,2013
Paris,75056,M,Melvin,8,2017
Paris,75056,M,Elio,15,2014
Paris,75056,F,Aaliyah,10,2020
Paris,75056,F,Axelle,20,2015
Paris,75056,F,Emmy,22,2017
Paris,75056,F,Vanessa,6,2017
Paris,75056,F,Gabrielle,101,2013
Paris,75056,F,Meriem,6,2017
Paris,75056,F,Elissa,7,2014
Paris,75056,F,Léane,10,2020
Paris,75056,F,Bella,7,2015
Paris,75056,F,Gabriela,13,2017
Paris,75056,F,Victoire,102,2017
Paris,75056,M,Iliane,5,2013
Paris,75056,M,Miguel,7,2017
Paris,75056,M,Florian,16,2014
Paris,75056,F,Liyah,10,2020
Paris,75056,M,Benoît,8,2015
Paris,75056,F,Hannah,20,2017
Paris,75056,M,Viggo,5,2017
Paris,75056,F,Irène,16,2013
Paris,75056,F,Mila,112,2017
Paris,75056,M,Gaston,12,2014
Paris,75056,M,Cheikh,9,2020
Paris,75056,M,Boubou,6,2015
Paris,75056,F,Hiba,9,2017
Paris,75056,M,Wesley,5,2017
Paris,75056,M,Jason,11,2013
Paris,75056,F,Mya,9,2017
Paris,75056,F,Ilyana,12,2014
Paris,75056,F,Djeneba,9,2020
Paris,75056,F,Claire,26,2015
Paris,75056,F,Hortense,25,2017
Paris,75056,M,Yohan,8,2017
Paris,75056,F,Léane,9,2013
Paris,75056,M,Omar,33,2017
Paris,75056,F,Imene,5,2014
Paris,75056,F,Kamila,9,2020
Paris,75056,M,Colin,15,2015
Paris,75056,M,Idris,11,2017
Paris,75056,M,Yoni,5,2017
Paris,75056,M,Leo,12,2013
Paris,75056,F,Ophélie,10,2017
Paris,75056,F,Jihane,6,2014
Paris,75056,F,Layana,9,2020
Paris,75056,M,Darius,6,2015
Paris,75056,F,Ioana,5,2017
Paris,75056,M,Youri,9,2017
Paris,75056,M,Loan,8,2013
Paris,75056,F,Ornella,6,2017
Paris,75056,M,Joachim,40,2014
Paris,75056,M,Jonathan,8,2020
Paris,75056,F,Divine,7,2015
Paris,75056,F,Isis,5,2017
Paris,75056,M,Yvan,6,2017
Paris,75056,M,Lubin,8,2013
Paris,75056,F,Paloma,24,2017
Paris,75056,F,Joana,7,2014
Paris,75056,M,Sidy,8,2020
Paris,75056,M,Éden,6,2015
Paris,75056,F,Isra,9,2017
Paris,75056,F,Zahra,8,2017
Paris,75056,M,Luka,22,2013
Paris,75056,M,Robinson,6,2017
Paris,75056,M,Kenzy,7,2014
Paris,75056,M,Demba,7,2020
Paris,75056,M,Elie,31,2015
Paris,75056,M,Issam,11,2017
Paris,75056,M,Zayn,7,2017
Paris,75056,F,Mahault,9,2013
Paris,75056,F,Sixtine,30,2017
Paris,75056,M,Kevin,16,2014
Paris,75056,M,Eloi,7,2020
Paris,75056,F,Elina,12,2015
Paris,75056,F,Joanna,5,2017
Paris,75056,M,Alexis,57,2018
Paris,75056,F,Marion,18,2013
Paris,75056,M,Sofiane,11,2017
Paris,75056,F,Khadidja,11,2014
Paris,75056,M,Melvil,7,2020
Paris,75056,F,Elly,11,2015
Paris,75056,F,Joey,5,2017
Paris,75056,M,Alix,7,2018
Paris,75056,M,Matias,13,2013
Paris,75056,M,Solal,49,2017
Paris,75056,M,Killian,6,2014
Paris,75056,F,Eléanor,7,2020
Paris,75056,F,Ethel,11,2015
Paris,75056,M,Jonathan,8,2017
Paris,75056,M,Aloïs,9,2018
Paris,75056,F,Myriam,48,2013
Paris,75056,F,Suzanne,81,2017
Paris,75056,M,Lamine,12,2014
Paris,75056,F,Eléna,7,2020
Paris,75056,F,Eya,5,2015
Paris,75056,M,Laszlo,7,2017
Paris,75056,M,Aly,14,2018
Paris,75056,M,Noam,56,2013
Paris,75056,M,Théophile,30,2017
Paris,75056,F,Leia,7,2014
Paris,75056,F,Olympia,7,2020
Paris,75056,F,Fatoumata,52,2015
Paris,75056,M,Leny,5,2017
Paris,75056,F,Alyssa,10,2018
Paris,75056,M,Oumar,20,2013
Paris,75056,F,Vivienne,5,2017
Paris,75056,M,Léonard,51,2014
Paris,75056,F,Suzie,7,2020
Paris,75056,M,François,21,2015
Paris,75056,F,Leonor,5,2017
Paris,75056,F,Amandine,11,2018
Paris,75056,M,Paul-Arthur,5,2013
Paris,75056,M,Yaya,6,2017
Paris,75056,M,Liam,108,2014
Paris,75056,M,Maxim,6,2020
Paris,75056,M,Grégoire,24,2015
Paris,75056,F,Linda,12,2017
Paris,75056,M,Amir,84,2018
Paris,75056,F,Perrine,7,2013
Paris,75056,M,Yossef,12,2017
Paris,75056,F,Linda,13,2014
Paris,75056,F,Alina,6,2020
Paris,75056,F,Halima,5,2015
Paris,75056,F,Lucie,104,2017
Paris,75056,F,Anaé,12,2018
Paris,75056,M,Ruben,51,2013
Paris,75056,M,Younes,33,2017
Paris,75056,F,Loïs,5,2014
Paris,75056,F,Esma,6,2020
Paris,75056,F,Iliana,5,2015
Paris,75056,F,Maïmouna,16,2017
Paris,75056,F,Andréa,23,2018
Paris,75056,M,Simon,120,2013
Paris,75056,M,Zachary,11,2017
Paris,75056,F,Lyla,5,2014
Paris,75056,M,Ismaïl,17,2015
Paris,75056,M,Malone,10,2017
Paris,75056,F,Artémis,5,2018
Paris,75056,F,Soraya,8,2013
Paris,75056,M,Zack,7,2017
Paris,75056,M,Marlon,10,2014
Paris,75056,M,Jason,12,2015
Paris,75056,F,Maryam,32,2017
Paris,75056,F,Ayana,5,2018
Paris,75056,F,Suzanne,56,2013
Paris,75056,M,Zakaria,34,2017
Paris,75056,F,Marta,5,2014
Paris,75056,F,Kadiatou,10,2015
Paris,75056,M,Achraf,5,2012
Paris,75056,M,Maxim,8,2017
Paris,75056,M,Aydan,8,2018
Paris,75056,F,Swann,6,2013
Paris,75056,M,Zakariya,7,2017
Paris,75056,M,Matéo,8,2014
Paris,75056,M,Kenan,6,2015
Paris,75056,F,Alicia,48,2012
Paris,75056,F,Mélina,18,2017
Paris,75056,M,Bradley,6,2018
Paris,75056,F,Tesnime,5,2013
Paris,75056,F,Zoé,103,2017
Paris,75056,M,Mathias,33,2014
Paris,75056,M,Kilian,5,2015
Paris,75056,F,Alissa,5,2012
Paris,75056,F,Miya,10,2017
Paris,75056,F,Cecilia,7,2018
Paris,75056,M,Théophane,6,2013
Paris,75056,M,Abdoul,10,2018
Paris,75056,F,Mayar,6,2014
Paris,75056,F,Lilou,15,2015
Paris,75056,M,Alix,7,2012
Paris,75056,M,Morgan,6,2017
Paris,75056,M,Chahine,5,2018
Paris,75056,M,Théophile,28,2013
Paris,75056,F,Aïssatou,8,2018
Paris,75056,F,Melissa,5,2014
Paris,75056,F,Livia,24,2015
Paris,75056,F,Amalia,8,2012
Paris,75056,M,Muhammad,11,2017
Paris,75056,F,Dina,19,2018
Paris,75056,M,Zadig,6,2013
Paris,75056,F,Aliza,8,2018
Paris,75056,F,Mila,103,2014
Paris,75056,F,Lyne,10,2015
Paris,75056,M,Amos,6,2012
Paris,75056,F,Myrtille,5,2017
Paris,75056,M,Dorian,9,2018
Paris,75056,F,Zineb,5,2013
Paris,75056,M,Ayman,10,2018
Paris,75056,M,Mohamed-Amine,8,2014
Paris,75056,M,Malik,16,2015
Paris,75056,F,Ana,27,2012
Paris,75056,M,Naïl,9,2017
Paris,75056,F,Eléanore,9,2018
Paris,75056,M,Zinedine,6,2013
Paris,75056,F,Bintou,22,2018
Paris,75056,M,Morgan,10,2014
Paris,75056,M,Malo,32,2015
Paris,75056,M,Anas,24,2012
Paris,75056,M,Ousmane,22,2017
Paris,75056,M,Élie,16,2018
Paris,75056,M,Abishan,5,2014
Paris,75056,F,Camélia,18,2018
Paris,75056,M,Mouhamed,13,2014
Paris,75056,M,Marley,9,2015
Paris,75056,M,Anass,5,2012
Paris,75056,F,Perle,5,2017
Paris,75056,M,Emmanuel,33,2018
Paris,75056,F,Alba,11,2014
Paris,75056,F,Clarisse,9,2018
Paris,75056,M,Nathanaël,25,2014
Paris,75056,M,Marlon,11,2015
Paris,75056,M,Anatole,28,2012
Paris,75056,M,Rayan,103,2017
Paris,75056,M,Ernest,37,2018
Paris,75056,F,Alexia,12,2014
Paris,75056,F,Coline,14,2018
Paris,75056,F,Nawel,9,2014
Paris,75056,F,Maya,57,2015
Paris,75056,F,Angélina,6,2012
Paris,75056,M,Salif,5,2017
Paris,75056,F,Esther,40,2018
Paris,75056,F,Aliyah,21,2014
Paris,75056,F,Colombe,10,2018
Paris,75056,M,Nelson,13,2014
Paris,75056,M,Mylan,8,2015
Paris,75056,M,Ari,10,2012
Paris,75056,F,Saliha,5,2017
Paris,75056,M,Ethan,100,2018
Paris,75056,M,Amadou,18,2014
Paris,75056,F,Eléonore,18,2018
Paris,75056,F,Nelya,11,2014
Paris,75056,F,Nora,29,2015
Paris,75056,F,Asma,25,2012
Paris,75056,F,Salomé,61,2017
Paris,75056,F,Firdaws,5,2018
Paris,75056,F,Andréa,21,2014
Paris,75056,F,Elizabeth,5,2018
Paris,75056,M,Nolan,66,2014
Paris,75056,F,Ombeline,10,2015
Paris,75056,F,Assia,38,2012
Paris,75056,F,Shirel,9,2017
Paris,75056,F,Hana,26,2018
Paris,75056,M,Andy,12,2014
Paris,75056,M,Eloan,5,2018
Paris,75056,M,Ryan,20,2014
Paris,75056,F,Oumou,20,2015
Paris,75056,F,Ava,56,2012
Paris,75056,F,Sira,8,2017
Paris,75056,F,Héloïse,76,2018
Paris,75056,F,Anissa,13,2014
Paris,75056,F,Gabriela,12,2018
Paris,75056,F,Taïna,5,2014
Paris,75056,F,Rachel,18,2015
Paris,75056,F,Aylin,5,2012
Paris,75056,F,Sophie,45,2017
Paris,75056,F,Ilyana,21,2018
Paris,75056,M,Armand,37,2014
Paris,75056,M,Georges,42,2018
Paris,75056,F,Tal,11,2014
Paris,75056,F,Rose,134,2015
Paris,75056,M,Aymane,8,2012
Paris,75056,F,Stella,32,2017
Paris,75056,M,Ilyes,48,2018
Paris,75056,M,Arthus,5,2014
Paris,75056,M,Honoré,5,2018
Paris,75056,F,Tessa,13,2014
Paris,75056,F,Roxane,41,2015
Paris,75056,M,Ayoub,38,2012
Paris,75056,F,Swann,5,2017
Paris,75056,F,Isabella,8,2018
Paris,75056,M,Aurèle,15,2014
Paris,75056,M,Idriss,30,2018
Paris,75056,M,Thiago,10,2014
Paris,75056,M,Sasha,19,2015
Paris,75056,M,Benoît,15,2012
Paris,75056,F,Syrine,7,2017
Paris,75056,M,Isidore,8,2018
Paris,75056,F,Aurélie,5,2014
Paris,75056,M,Ilya,6,2018
Paris,75056,M,Victor,208,2014
Paris,75056,M,Shay,5,2015
Paris,75056,F,Bérénice,40,2012
Paris,75056,M,Thomas,110,2017
Paris,75056,F,Izia,14,2018
Paris,75056,F,Aya,58,2014
Paris,75056,M,Jacques,31,2018
Paris,75056,F,Violette,36,2014
Paris,75056,M,Souleyman,13,2015
Paris,75056,M,Bogdan,5,2012
Paris,75056,M,Vincent,19,2017
Paris,75056,F,Jade,109,2018
Paris,75056,M,Ayden,15,2014
Paris,75056,M,Jassim,9,2018
Paris,75056,M,Yannick,5,2014
Paris,75056,F,Vanessa,11,2015
Paris,75056,M,Camille,82,2012
Paris,75056,M,Warren,5,2017
Paris,75056,F,Jenna,20,2018
Paris,75056,F,Camélia,19,2014
Paris,75056,M,Jibril,8,2018
Paris,75056,M,Yannis,7,2014
Paris,75056,M,Wael,13,2015
Paris,75056,F,Capucine,75,2012
Paris,75056,M,Will,5,2017
Paris,75056,M,Jordan,8,2018
Paris,75056,M,Charlie,35,2014
Paris,75056,F,Joana,6,2018
Paris,75056,M,Zacharie,15,2014
Paris,75056,M,Waïl,5,2015
Paris,75056,F,Chahinez,9,2012
Paris,75056,M,Yannis,5,2017
Paris,75056,M,Jude,9,2018
Paris,75056,M,Cheick,9,2014
Paris,75056,M,Julian,15,2018
Paris,75056,F,Zélie,35,2014
Paris,75056,M,Yannick,6,2015
Paris,75056,M,Christian,9,2012
Paris,75056,M,Yasser,7,2017
Paris,75056,M,Jules,119,2018
Paris,75056,M,Christ,6,2014
Paris,75056,F,Justine,23,2018
Paris,75056,M,Aboubakar,10,2015
Paris,75056,F,Yousra,9,2015
Paris,75056,F,Cléophée,7,2012
Paris,75056,M,Zayd,8,2017
Paris,75056,M,Lamine,12,2018
Paris,75056,F,Christina,5,2014
Paris,75056,F,Khadidja,6,2018
Paris,75056,M,Aimé,7,2015
Paris,75056,F,Abby,6,2016
Paris,75056,M,Constant,7,2012
Paris,75056,F,Zayneb,5,2017
Paris,75056,F,Laura,36,2018
Paris,75056,M,Dimitri,18,2014
Paris,75056,F,Kyara,6,2018
Paris,75056,F,Amandine,15,2015
Paris,75056,M,Abel,59,2016
Paris,75056,M,David,79,2012
Paris,75056,M,Ziad,5,2017
Paris,75056,F,Leia,5,2018
Paris,75056,F,Eden,33,2014
Paris,75056,M,Lazare,12,2018
Paris,75056,F,Andrea,8,2015
Paris,75056,F,Adja,7,2016
Paris,75056,M,Edward,5,2012
Paris,75056,M,Aaron,77,2018
Paris,75056,F,Linoy,5,2018
Paris,75056,M,Emile,27,2014
Paris,75056,F,Lital,8,2018
Paris,75056,M,Anes,7,2015
Paris,75056,M,Aidan,9,2016
Paris,75056,F,Elena,43,2012
Paris,75056,M,Akram,6,2018
Paris,75056,M,Lorenzo,19,2018
Paris,75056,M,Ernest,24,2014
Paris,75056,F,Lyana,8,2018
Paris,75056,F,Annaëlle,9,2015
Paris,75056,M,Alistair,6,2016
Paris,75056,M,Éliot,5,2012
Paris,75056,F,Alicia,47,2018
Paris,75056,F,Louisa,19,2018
Paris,75056,F,Ernestine,9,2014
Paris,75056,M,Lyes,6,2018
Paris,75056,M,Ayoub,53,2015
Paris,75056,M,Aloys,7,2016
Paris,75056,F,Élisa,12,2012
Paris,75056,F,Alyah,10,2018
Paris,75056,M,Lucas,148,2018
Paris,75056,M,Éthan,5,2014
Paris,75056,F,Lyne,12,2018
Paris,75056,F,Baya,10,2015
Paris,75056,F,Amandine,11,2016
Paris,75056,M,Ethan,126,2012
Paris,75056,M,Amaury,24,2018
Paris,75056,M,Lyam,21,2018
Paris,75056,F,Éva,8,2014
Paris,75056,F,Maëlys,17,2018
Paris,75056,M,Côme,83,2015
Paris,75056,F,Angelina,9,2016
Paris,75056,F,Eva,119,2012
Paris,75056,M,Auguste,74,2018
Paris,75056,M,Lysandre,9,2018
Paris,75056,M,Evann,6,2014
Paris,75056,F,Maha,5,2018
Paris,75056,F,Dalya,10,2015
Paris,75056,F,Annabelle,5,2016
Paris,75056,F,Francesca,7,2012
Paris,75056,M,Ayan,12,2018
Paris,75056,M,Maël,100,2018
Paris,75056,F,Eya,6,2014
Paris,75056,F,Maïmouna,16,2018
Paris,75056,M,Demba,5,2015
Paris,75056,F,Anne,10,2016
Paris,75056,M,François,16,2012
Paris,75056,M,Calixte,9,2018
Paris,75056,F,Maëlyne,5,2018
Paris,75056,M,Georges,33,2014
Paris,75056,M,Moussa,52,2018
Paris,75056,F,Djeneba,6,2015
Paris,75056,M,Arnaud,5,2016
Paris,75056,M,Giacomo,5,2012
Paris,75056,M,Cheick,17,2018
Paris,75056,M,Mathéo,17,2018
Paris,75056,M,Harry,7,2014
Paris,75056,F,Myriam,32,2018
Paris,75056,F,Eden,32,2015
Paris,75056,F,Augustine,23,2016
Paris,75056,M,Giovanni,8,2012
Paris,75056,F,Chiara,22,2018
Paris,75056,M,Naël,68,2018
Paris,75056,F,Henriette,5,2014
Paris,75056,F,Naïa,7,2018
Paris,75056,M,Élias,6,2015
Paris,75056,M,Aymane,7,2016
Paris,75056,M,Guillaume,30,2012
Paris,75056,M,Clovis,5,2018
Paris,75056,F,Neïla,9,2018
Paris,75056,M,Ibrahima,24,2014
Paris,75056,F,Ophélie,5,2018
Paris,75056,M,Elijah,17,2015
Paris,75056,F,Baya,10,2016
Paris,75056,F,Hind,5,2012
Paris,75056,M,Elian,5,2018
Paris,75056,F,Nelia,5,2018
Paris,75056,M,Iliane,5,2014
Paris,75056,M,Oren,5,2018
Paris,75056,F,Elisa,44,2015
Paris,75056,F,Bintou,21,2016
Paris,75056,F,Hortense,17,2012
Paris,75056,M,Elio,36,2018
Paris,75056,F,Nell,9,2018
Paris,75056,M,Ismaïl,17,2014
Paris,75056,M,Orson,6,2018
Paris,75056,F,Élise,32,2015
Paris,75056,F,Candice,5,2016
Paris,75056,F,Ines,35,2012
Paris,75056,M,Éloi,7,2018
Paris,75056,F,Nelya,28,2018
Paris,75056,M,Jarod,5,2014
Paris,75056,M,Pietro,5,2018
Paris,75056,F,Eloïse,27,2015
Paris,75056,F,Eléa,11,2016
Paris,75056,F,Inès,201,2012
Paris,75056,F,Éloïse,12,2018
Paris,75056,F,Nicole,5,2018
Paris,75056,F,Joanna,10,2014
Paris,75056,F,Prune,9,2018
Paris,75056,F,Emi,6,2015
Paris,75056,M,Éloi,9,2016
Paris,75056,M,Ismaël,78,2012
Paris,75056,M,Elyes,11,2018
Paris,75056,M,Ousmane,21,2018
Paris,75056,M,Jonas,15,2014
Paris,75056,M,Raoul,5,2018
Paris,75056,M,Emile,18,2015
Paris,75056,F,Elyana,5,2016
Paris,75056,F,Isra,11,2012
Paris,75056,F,Ema,7,2018
Paris,75056,M,Philémon,5,2018
Paris,75056,M,Joud,5,2014
Paris,75056,M,Ruben,40,2018
Paris,75056,M,Éthan,5,2015
Paris,75056,M,Emil,12,2016
Paris,75056,M,Joël,8,2012
Paris,75056,M,Esteban,19,2018
Paris,75056,F,Philippine,18,2018
Paris,75056,F,Joy,8,2014
Paris,75056,F,Sacha,5,2018
Paris,75056,F,Eva,140,2015
Paris,75056,M,Emile,19,2016
Paris,75056,M,Johann,7,2012
Paris,75056,M,Étienne,6,2018
Paris,75056,M,Quentin,18,2018
Paris,75056,F,Julia,77,2014
Paris,75056,F,Sarah,140,2018
Paris,75056,F,Félicie,8,2015
Paris,75056,M,Emmanuel,31,2016
Paris,75056,F,Lehna,9,2012
Paris,75056,M,Eymen,6,2018
Paris,75056,F,Safia,12,2018
Paris,75056,F,Juliana,5,2014
Paris,75056,F,Sienna,17,2018
Paris,75056,M,Felix,5,2015
Paris,75056,F,Esmée,6,2016
Paris,75056,M,Lou,8,2012
Paris,75056,F,Fatimata,5,2018
Paris,75056,F,Salimata,12,2018
Paris,75056,F,Lea,13,2014
Paris,75056,F,Tahel,7,2018
Paris,75056,F,Fiona,5,2015
Paris,75056,M,Etienne,17,2016
Paris,75056,M,Maceo,8,2012
Paris,75056,F,Fleur,10,2018
Paris,75056,M,Samba,9,2018
Paris,75056,M,Levi,7,2014
Paris,75056,F,Téa,5,2018
Paris,75056,M,Firas,6,2015
Paris,75056,M,Eugène,14,2016
Paris,75056,M,Mahamadou,9,2012
Paris,75056,M,Fodé,5,2018
Paris,75056,M,Sandro,9,2018
Paris,75056,M,Lior,13,2014
Paris,75056,F,Théa,16,2018
Paris,75056,M,Frédéric,5,2015
Paris,75056,F,Éva,17,2016
Paris,75056,M,Malo,40,2012
Paris,75056,M,Gauthier,16,2018
Paris,75056,M,Sasha,20,2018
Paris,75056,M,Mahamadou,11,2014
Paris,75056,F,Victoria,114,2018
Paris,75056,M,Gabriel,355,2015
Paris,75056,M,Fabio,6,2016
Paris,75056,F,Maryam,23,2012
Paris,75056,F,Helena,8,2018
Paris,75056,M,Saul,22,2018
Paris,75056,M,Mamadou,47,2014
Paris,75056,M,Viktor,9,2018
Paris,75056,F,Gloria,7,2015
Paris,75056,F,Haya,8,2016
Paris,75056,M,Matthieu,60,2012
Paris,75056,F,Juliette,120,2018
Paris,75056,M,Souleyman,7,2018
Paris,75056,F,Manel,26,2014
Paris,75056,M,Virgile,16,2018
Paris,75056,F,Hajar,7,2015
Paris,75056,M,Ilan,21,2016
Paris,75056,F,Maud,15,2012
Paris,75056,F,Liya,7,2018
Paris,75056,F,Tiphaine,8,2018
Paris,75056,F,Margaux,109,2014
Paris,75056,M,Waël,12,2018
Paris,75056,M,Idir,6,2015
Paris,75056,M,Ilyes,49,2016
Paris,75056,M,Mehdi,42,2012
Paris,75056,M,Loïc,12,2018
Paris,75056,M,Titouan,9,2018
Paris,75056,F,Maya,85,2014
Paris,75056,M,Yazen,5,2018
Paris,75056,M,Imad,5,2015
Paris,75056,F,Ines,37,2016
Paris,75056,F,Mélia,6,2012
Paris,75056,M,Luis,7,2018
Paris,75056,F,Vanessa,6,2018
Paris,75056,F,Maylis,15,2014
Paris,75056,M,Younes,29,2018
Paris,75056,F,Inaya,47,2015
Paris,75056,M,Isaïah,7,2016
Paris,75056,F,Mélusine,5,2012
Paris,75056,F,Mahaut,22,2018
Paris,75056,M,Wael,10,2018
Paris,75056,F,Mélissa,35,2014
Paris,75056,M,Paul,180,2019
Paris,75056,F,Isée,5,2015
Paris,75056,F,Israa,12,2016
Paris,75056,M,Melvil,7,2012
Paris,75056,F,Maïssa,20,2018
Paris,75056,M,Wassim,40,2018
Paris,75056,F,Nathalie,7,2014
Paris,75056,M,Joseph,174,2019
Paris,75056,M,Kevin,13,2015
Paris,75056,M,Jack,7,2016
Paris,75056,F,Meryl,9,2012
Paris,75056,F,Malika,6,2018
Paris,75056,M,Yahya,8,2018
Paris,75056,F,Noah,5,2014
Paris,75056,F,Sofia,119,2019
Paris,75056,F,Khadidja,9,2015
Paris,75056,M,Adam,341,2012
Paris,75056,M,Jean,65,2016
Paris,75056,M,Michaël,10,2012
Paris,75056,F,Maria,45,2018
Paris,75056,F,Yasmine,67,2018
Paris,75056,F,Noor,10,2014
Paris,75056,F,Victoria,114,2019
Paris,75056,F,Lea,5,2015
Paris,75056,M,Aïdan,6,2012
Paris,75056,M,Josh,8,2016
Paris,75056,F,Michelle,5,2012
Paris,75056,F,Mariam,43,2018
Paris,75056,M,Yohan,12,2018
Paris,75056,F,Pauline,85,2014
Paris,75056,M,Charles,86,2019
Paris,75056,F,Léonie,69,2015
Paris,75056,F,Aimée,6,2012
Paris,75056,M,Lamine,11,2016
Paris,75056,M,Mohamed-Amine,7,2012
Paris,75056,M,Marin,50,2018
Paris,75056,M,Adam,292,2019
Paris,75056,M,Philippe,19,2014
Paris,75056,M,Enzo,59,2019
Paris,75056,F,Liel,6,2015
Paris,75056,F,Aminata,45,2012
Paris,75056,M,Laszlo,5,2016
Paris,75056,F,Monica,5,2012
Paris,75056,M,Matthieu,17,2018
Paris,75056,M,Maxime,105,2019
Paris,75056,F,Raphaëlle,23,2014
Paris,75056,M,Sohan,55,2019
Paris,75056,F,Lital,6,2015
Paris,75056,F,Andréa,16,2012
Paris,75056,M,Leo,23,2016
Paris,75056,M,Nathanaël,31,2012
Paris,75056,F,Mayane,5,2018
Paris,75056,M,Samuel,104,2019
Paris,75056,M,Rayane,20,2014
Paris,75056,M,Benjamin,52,2019
Paris,75056,F,Louna,21,2015
Paris,75056,M,Andy,13,2012
Paris,75056,F,Lia,11,2016
Paris,75056,M,Philémon,5,2012
Paris,75056,F,Melina,8,2018
Paris,75056,M,Aaron,103,2019
Paris,75056,M,Robin,62,2014
Paris,75056,M,Solal,45,2019
Paris,75056,M,Lyam,20,2015
Paris,75056,M,Angel,6,2012
Paris,75056,F,Maja,5,2016
Paris,75056,F,Prisca,5,2012
Paris,75056,F,Naëlle,18,2018
Paris,75056,M,Marius,100,2019
Paris,75056,M,Salem,5,2014
Paris,75056,M,Alexis,44,2019
Paris,75056,M,Maël,74,2015
Paris,75056,M,Aron,9,2012
Paris,75056,F,Mélodie,5,2016
Paris,75056,M,Raphaël,251,2012
Paris,75056,F,Naïla,15,2018
Paris,75056,M,Basile,99,2019
Paris,75056,F,Sydney,5,2014
Paris,75056,M,Issa,43,2019
Paris,75056,M,Malek,5,2015
Paris,75056,M,Arthur,299,2012
Paris,75056,F,Milena,5,2016
Paris,75056,F,Rosa,9,2012
Paris,75056,M,Nikita,5,2018
Paris,75056,M,Naël,74,2019
Paris,75056,M,Thierno,6,2014
Paris,75056,M,Joshua,39,2019
Paris,75056,M,Mamadou,36,2015
Paris,75056,F,Ayah,5,2012
Paris,75056,F,Mya,12,2016
Paris,75056,F,Sally,6,2012
Paris,75056,F,Nina,119,2018
Paris,75056,F,Pia,57,2019
Paris,75056,M,Vladimir,7,2014
Paris,75056,F,Alya,39,2019
Paris,75056,F,Mariama,14,2015
Paris,75056,M,Aylan,12,2012
Paris,75056,F,Nélia,19,2016
Paris,75056,F,Shaïma,6,2012
Paris,75056,M,Nino,38,2018
Paris,75056,M,Moussa,54,2019
Paris,75056,M,Aidan,10,2015
